species_id,n_p_genes,n_m_genes,total_pairs,n_same_contig,pct_same_contig,median_dist,min_dist,mean_dist
s__Arthrobacter_sp003097355--RS_GCF_003097355.1,4,6,24,0,0.0,,,
s__Arthrobacter_sp006151685--RS_GCF_020809045.1,4,2,8,8,100.0,2773.0,2185.0,2773.0
s__Arthrobacter_sp006517815--RS_GCF_006517815.1,4,6,24,16,66.7,1410.5,341.0,1393.0
s__Arthrobacter_sp014217545--RS_GCF_014217545.1,6,2,12,12,100.0,2561.5,1723.0,2668.2
s__Arthrobacter_sp021800405--RS_GCF_021800405.1,4,3,12,12,100.0,2749.5,2492.0,3010.8
s__Arthrobacter_sp900110595--GB_GCA_900110595.1,4,2,8,0,0.0,,,
s__Arthrobacter_sp902506025--RS_GCF_019977395.1,4,3,12,12,100.0,1301.5,323.0,1069.8
s__Asaia_bogorensis--RS_GCF_001547995.1,5,3,15,15,100.0,2048.0,6.0,1484.8
s__Athalassotoga_sp021800445--GB_GCA_021800445.1,2,1,2,0,0.0,,,
s__Atopomonas_hussainii--RS_GCF_900109735.1,3,2,6,0,0.0,,,
s__Aurantimonas_coralicida_A--GB_GCA_011050685.1,5,4,20,0,0.0,,,
s__Aureimonas_A_sp001425485--RS_GCF_001425485.1,6,2,12,0,0.0,,,
s__Avilachnospira_sp944381575--GB_GCA_944381575.1,2,3,6,2,33.3,14.5,14.0,14.5
s__Avilachnospira_sp944383265--GB_GCA_944383265.1,4,4,16,1,6.2,20.0,20.0,20.0
s__Avimuribaculum_sp944321865--GB_GCA_944321865.1,3,1,3,0,0.0,,,
s__Azoarcus_C_communis_A--RS_GCF_003111645.1,4,4,16,16,100.0,667.0,228.0,636.0
s__Azonexus_agitatus--RS_GCF_000519045.1,8,4,32,32,100.0,1292.5,7.0,1232.2
s__Azonexus_fungiphilus--RS_GCF_003634965.1,3,2,6,0,0.0,,,
s__Azonexus_phosphoritropha--GB_GCA_016722705.1,3,7,21,7,33.3,488.0,275.0,862.4
s__Azonexus_sp016790885--GB_GCA_016790885.1,3,3,9,0,0.0,,,
s__Azospirillum_baldaniorum--RS_GCF_003119195.2,6,3,18,8,44.4,1252.0,97.0,1252.0
s__Azospirillum_doebereinerae--RS_GCF_003989665.1,4,2,8,0,0.0,,,
s__Azospirillum_lipoferum--RS_GCF_024170005.1,7,3,21,4,19.0,237.5,236.0,237.5
s__Azospirillum_oleiclasticum--RS_GCF_013423485.1,3,4,12,0,0.0,,,
s__Azospirillum_oryzae--RS_GCF_008364795.1,7,3,21,4,19.0,89.5,88.0,89.5
s__Azospirillum_sp003115975--RS_GCF_004923295.1,7,2,14,4,28.6,100.5,99.0,100.5
s__Azospirillum_sp003116065--RS_GCF_004923315.1,7,4,28,4,14.3,108.5,107.0,108.5
s__Azospirillum_sp003119115--RS_GCF_003119115.1,4,4,16,8,50.0,172.5,97.0,172.5
s__Azospirillum_tabaci--RS_GCF_014596085.1,4,4,16,8,50.0,168.5,93.0,168.5
s__Azotobacter_chroococcum--RS_GCF_004339665.1,9,2,18,0,0.0,,,
s__B10-G9_sp018335275--GB_GCA_018335275.1,3,4,12,0,0.0,,,
s__B111-G9_sp003646865--GB_GCA_019307815.1,4,2,8,0,0.0,,,
s__B118-G9_sp003645845--GB_GCA_003645845.1,1,1,1,0,0.0,,,
s__B12-G16_sp003650925--GB_GCA_003650925.1,1,6,6,0,0.0,,,
s__B14-G2_sp003661385--GB_GCA_003661385.1,3,3,9,0,0.0,,,
s__B14-G9_sp003643935--GB_GCA_003643935.1,3,1,3,0,0.0,,,
s__B17-G16_sp003646975--GB_GCA_019307945.1,2,1,2,0,0.0,,,
s__B1SED10-16_sp007127175--GB_GCA_007127175.1,1,2,2,0,0.0,,,
s__B1SED10-74M_sp003567725--GB_GCA_003567725.1,2,6,12,0,0.0,,,
s__B1SED10-74M_sp007128625--GB_GCA_007128625.1,2,1,2,0,0.0,,,
s__B1SED10-74M_sp007130825--GB_GCA_007130825.1,2,3,6,0,0.0,,,
s__B1Sed10-166_sp007126415--GB_GCA_007126415.1,5,5,25,0,0.0,,,
s__B24_sp001593865--GB_GCA_001593865.1,2,5,10,0,0.0,,,
s__B30-G15_sp003648085--GB_GCA_003648085.1,4,1,4,0,0.0,,,
s__B3T1B10_sp022566515--GB_GCA_022566515.1,1,4,4,0,0.0,,,
s__B4-G1_sp003648025--GB_GCA_011192155.1,5,1,5,0,0.0,,,
s__B5-G15_sp003645825--GB_GCA_003645825.1,4,1,4,0,0.0,,,
s__B60-G16_sp003647275--GB_GCA_003647275.1,4,1,4,0,0.0,,,
s__B63_sp003661975--GB_GCA_003661975.1,2,1,2,0,0.0,,,
s__B65-G9_sp003662765--GB_GCA_003662765.1,1,5,5,0,0.0,,,
s__BA-19_sp005888735--GB_GCA_005888735.1,1,5,5,0,0.0,,,
s__BCD1_sp020636105--GB_GCA_020636105.1,2,3,6,4,66.7,1213.0,557.0,1491.5
s__BIFV01_sp003990955--GB_GCA_003990955.1,4,2,8,0,0.0,,,
s__BM002_sp002899795--GB_GCA_002899795.1,1,3,3,0,0.0,,,
s__BM522_sp016931615--GB_GCA_016931615.1,2,2,4,0,0.0,,,
s__BMS3ABIN03_sp022340715--GB_GCA_022340715.1,2,5,10,0,0.0,,,
s__BMS3ABIN03_sp022562275--GB_GCA_022562275.1,1,3,3,0,0.0,,,
s__BMS3ABIN03_sp022564295--GB_GCA_022564295.1,1,1,1,0,0.0,,,
s__BMS3BBIN02_sp022562055--GB_GCA_022562055.1,3,3,9,0,0.0,,,
s__BOG-1369_sp003164815--GB_GCA_003164815.1,2,8,16,0,0.0,,,
s__Bacillus_AB_infantis_A--RS_GCF_020171945.1,6,2,12,2,16.7,605.5,605.0,605.5
s__Bacillus_AZ_zeae--RS_GCF_003570705.1,4,3,12,0,0.0,,,
s__Bacillus_A_bingmayongensis--RS_GCF_000299035.1,8,3,24,8,33.3,211.5,111.0,236.2
s__Bacillus_A_cereus_AQ--RS_GCF_002567495.1,13,3,39,0,0.0,,,
s__Bacillus_A_cereus_AT--RS_GCF_002574955.1,12,2,24,4,16.7,178.5,177.0,196.2
s__Bacillus_A_cereus_AV--RS_GCF_022811845.1,7,3,21,21,100.0,2079.0,201.0,1790.0
s__Bacillus_A_cereus_K--RS_GCF_002564555.1,12,2,24,4,16.7,181.5,180.0,199.2
s__Bacillus_A_cereus_S--RS_GCF_002561295.1,8,2,16,0,0.0,,,
s__Bacillus_A_cereus_U--RS_GCF_018742245.1,12,2,24,24,100.0,1258.5,181.0,1332.2
s__Bacillus_A_clarus--RS_GCF_000746925.1,12,3,36,33,91.7,1688.0,116.0,1700.2
s__Bacillus_A_gaemokensis--RS_GCF_001590835.1,11,3,33,4,12.1,195.5,194.0,213.5
s__Bacillus_A_luti--RS_GCF_001884105.1,13,2,26,0,0.0,,,
s__Bacillus_A_mycoides--RS_GCF_000832605.1,12,2,24,24,100.0,1251.0,188.0,1382.3
s__Bacillus_A_mycoides_B--RS_GCF_001757995.1,8,2,16,0,0.0,,,
s__Bacillus_A_mycoides_C--RS_GCF_007673305.1,8,3,24,0,0.0,,,
s__Bacillus_A_proteolyticus--RS_GCF_001884065.1,8,4,32,0,0.0,,,
s__Bacillus_A_pseudomycoides--RS_GCF_000161455.1,8,3,24,24,100.0,1521.0,97.0,1572.6
s__Bacillus_A_sp002551815--RS_GCF_002551815.1,11,3,33,4,12.1,186.5,185.0,204.8
s__Bacillus_A_sp002584985--RS_GCF_002584985.1,13,2,26,5,19.2,191.0,189.0,204.8
s__Bacillus_A_sp008923725--RS_GCF_008923725.1,12,3,36,9,25.0,262.0,150.0,327.7
s__Bacillus_A_sp013314535--RS_GCF_013314535.1,8,3,24,4,16.7,187.5,186.0,205.0
s__Bacillus_A_thuringiensis--RS_GCF_002119445.1,13,4,52,52,100.0,1146.5,38.0,1264.7
s__Bacillus_A_thuringiensis_K--RS_GCF_001595725.1,13,4,52,52,100.0,1044.5,41.0,1194.9
s__Bacillus_A_thuringiensis_N--RS_GCF_001455345.1,12,3,36,36,100.0,1208.0,158.0,1348.2
s__Bacillus_A_toyonensis--RS_GCF_000496285.1,12,4,48,48,100.0,1540.5,118.0,1650.3
s__Bacillus_A_wiedmannii--RS_GCF_001583695.1,12,3,36,4,11.1,181.5,180.0,199.5
s__Bacillus_BB_sp001884825--GB_GCA_017577895.1,3,2,6,0,0.0,,,
s__Bacillus_BF_sp022808645--RS_GCF_022808645.1,11,3,33,0,0.0,,,
s__Bacillus_BM_vietnamensis_A--RS_GCF_008180615.1,11,2,22,3,13.6,22.0,21.0,22.0
s__Bacillus_BS_mesophilus--RS_GCF_011008845.1,9,3,27,6,22.2,126.5,124.0,363.8
s__Bacillus_H_oshimensis--RS_GCF_002019765.1,9,1,9,9,100.0,804.0,196.0,1079.2
s__Bacillus_H_sp900197585--RS_GCF_024362765.1,14,1,14,14,100.0,2219.0,852.0,1967.1
s__Bacillus_P_dongyingensis--RS_GCF_019933155.2,6,3,18,15,83.3,1528.0,146.0,1420.7
s__Bacillus_T_coahuilensis--RS_GCF_000171615.1,4,4,16,0,0.0,,,
s__Bacillus_Z_methanolicus_A--RS_GCF_000724485.1,5,4,20,20,100.0,1307.5,379.0,1478.6
s__Bacillus_gobiensis--RS_GCF_001278705.1,6,3,18,18,100.0,1703.5,361.0,1790.7
s__Bacillus_haynesii--RS_GCF_001969855.1,6,3,18,0,0.0,,,
s__Bacillus_nakamurai--RS_GCF_001584325.1,5,3,15,4,26.7,21.5,20.0,21.5
s__Bacillus_pumilus_N--RS_GCF_003431975.1,6,1,6,6,100.0,1719.5,99.0,1186.3
s__Bacillus_subtilis_G--RS_GCF_002153395.1,8,3,24,5,20.8,24.0,22.0,24.0
s__Bacillus_swezeyi--RS_GCF_001969815.1,7,2,14,0,0.0,,,
s__Bacillus_tequilensis--RS_GCF_000507145.1,7,3,21,5,23.8,23.0,21.0,23.0
s__Bacillus_vallismortis--RS_GCF_004116955.1,8,3,24,24,100.0,942.5,21.0,1144.5
s__Bact-08_sp002425935--GB_GCA_002425935.1,1,2,2,0,0.0,,,
s__Bact-11_sp001602845--GB_GCA_001602845.1,1,2,2,0,0.0,,,
s__Bact-11_sp002309795--GB_GCA_002309795.1,1,1,1,0,0.0,,,
s__Bact-19_sp002412425--GB_GCA_002412425.1,1,1,1,0,0.0,,,
s__Bacteroides_I_sp002307035--GB_GCA_002307035.1,6,3,18,0,0.0,,,
s__Barrientosiimonas_humi--RS_GCF_006716095.1,6,1,6,6,100.0,990.5,988.0,1053.8
s__Bellilinea_sp004347695--GB_GCA_004347695.1,6,5,30,16,53.3,292.5,129.0,318.7
s__Bin107_sp022828125--GB_GCA_022828125.1,2,2,4,0,0.0,,,
s__Bin5_sp022824025--GB_GCA_022824025.1,2,1,2,0,0.0,,,
s__Bin94_sp022827345--GB_GCA_022827345.1,3,1,3,0,0.0,,,
s__Binatus_soli--GB_GCA_002479255.1,4,3,12,0,0.0,,,
s__Binatus_sp003135135--GB_GCA_003135135.1,4,1,4,0,0.0,,,
s__Blastococcus_sp021699055--RS_GCF_021699055.1,7,6,42,0,0.0,,,
s__Blastopirellula_sp020966755--RS_GCF_020966755.1,3,2,6,6,100.0,720.0,226.0,758.7
s__Bog-105_sp003163855--GB_GCA_003163855.1,2,1,2,0,0.0,,,
s__Bog-113_sp003136675--GB_GCA_003136675.1,3,4,12,0,0.0,,,
s__Bog-1181_sp003159495--GB_GCA_003159495.1,3,2,6,0,0.0,,,
s__Bog-1183_sp003136635--GB_GCA_003136635.1,2,6,12,0,0.0,,,
s__Bog-1198_sp003134045--GB_GCA_003134045.1,9,3,27,0,0.0,,,
s__Bog-1198_sp003137095--GB_GCA_003137095.1,4,4,16,0,0.0,,,
s__Bog-159_sp003166475--GB_GCA_003166475.1,3,1,3,0,0.0,,,
s__Bog-209_sp003131315--GB_GCA_003131315.1,3,1,3,0,0.0,,,
s__Bog-209_sp003132325--GB_GCA_003132325.1,2,2,4,0,0.0,,,
s__Bog-209_sp003132405--GB_GCA_003132405.1,3,1,3,2,66.7,43.5,43.0,43.5
s__Bog-209_sp003139095--GB_GCA_003139095.1,3,1,3,0,0.0,,,
s__Bog-209_sp003139995--GB_GCA_003139995.1,3,2,6,0,0.0,,,
s__Bog-209_sp003162255--GB_GCA_003162255.1,1,1,1,0,0.0,,,
s__Bog-257_sp003151335--GB_GCA_003151335.1,4,1,4,0,0.0,,,
s__Bog-257_sp003152695--GB_GCA_003152695.1,4,1,4,0,0.0,,,
s__Bog-257_sp003160215--GB_GCA_003160215.1,4,2,8,0,0.0,,,
s__Bog-257_sp003165795--GB_GCA_003165795.1,4,1,4,0,0.0,,,
s__Bog-375_sp003142185--GB_GCA_003142185.1,2,2,4,0,0.0,,,
s__Bog-38_sp003139855--GB_GCA_003139855.1,2,6,12,0,0.0,,,
s__Bog-38_sp003158275--GB_GCA_003158275.1,2,5,10,0,0.0,,,
s__Bog-38_sp003162175--GB_GCA_003162175.1,2,8,16,0,0.0,,,
s__Bog-38_sp003170935--GB_GCA_003170935.1,2,7,14,0,0.0,,,
s__Bog-473_sp003169235--GB_GCA_003169235.1,5,1,5,0,0.0,,,
s__Bog-532_sp003164955--GB_GCA_003164955.1,1,2,2,0,0.0,,,
s__Bog-564_sp003139255--GB_GCA_003139255.1,2,1,2,0,0.0,,,
s__Bog-752_sp003132645--GB_GCA_003132645.1,2,4,8,0,0.0,,,
s__Bog-752_sp003164655--GB_GCA_003164655.1,3,2,6,0,0.0,,,
s__Bog-756_sp003133325--GB_GCA_003133325.1,3,1,3,0,0.0,,,
s__Bog-756_sp003138855--GB_GCA_003138855.1,2,1,2,0,0.0,,,
s__Bog-877_sp003132265--GB_GCA_003132265.1,2,4,8,0,0.0,,,
s__Bog-950_sp003165895--GB_GCA_003165895.1,4,3,12,0,0.0,,,
s__Bordetella_C_sp002209485--RS_GCF_002209485.1,7,2,14,0,0.0,,,
s__Bosea_lupini--RS_GCF_900109525.1,16,3,48,8,16.7,304.0,44.0,272.8
s__Bosea_robiniae--RS_GCF_900102525.1,15,2,30,0,0.0,,,
s__Bosea_sp001713455--RS_GCF_001713455.1,12,2,24,24,100.0,1289.5,351.0,1789.2
s__Bosea_sp013823325--GB_GCA_013823325.1,15,3,45,0,0.0,,,
s__Boseongicola_aestuarii--RS_GCF_900184815.1,7,1,7,0,0.0,,,
s__Brachybacterium_saurashtrense--RS_GCF_003355475.1,7,1,7,7,100.0,622.0,489.0,566.3
s__Bradyrhizobium_altum--RS_GCF_020889705.1,9,2,18,0,0.0,,,
s__Bradyrhizobium_cajani--RS_GCF_009759665.1,10,4,40,0,0.0,,,
s__Bradyrhizobium_campsiandrae--RS_GCF_014529705.1,12,4,48,0,0.0,,,
s__Bradyrhizobium_canariense_D--RS_GCF_021052305.1,8,4,32,32,100.0,3134.5,816.0,3338.9
s__Bradyrhizobium_centrosematis--RS_GCF_015291745.1,9,3,27,27,100.0,4679.0,524.0,4246.1
s__Bradyrhizobium_diazoefficiens_A--RS_GCF_018129965.1,10,4,40,0,0.0,,,
s__Bradyrhizobium_diazoefficiens_B--RS_GCF_018131015.1,9,1,9,0,0.0,,,
s__Bradyrhizobium_diversitatis--RS_GCF_016031635.1,9,4,36,1,2.8,167.0,167.0,167.0
s__Bradyrhizobium_elkanii_A--RS_GCF_000472865.1,10,1,10,0,0.0,,,
s__Bradyrhizobium_japonicum_C--RS_GCF_000426845.1,13,3,39,3,7.7,84.0,83.0,110.3
s__Bradyrhizobium_japonicum_G--RS_GCF_018129995.1,12,2,24,0,0.0,,,
s__Bradyrhizobium_jicamae_A--RS_GCF_018130215.1,9,2,18,4,22.2,33.5,32.0,33.5
s__Bradyrhizobium_manausense_A--RS_GCF_018130615.1,8,3,24,4,16.7,378.5,377.0,378.5
s__Bradyrhizobium_manausense_C--RS_GCF_024758505.1,8,3,24,24,100.0,2493.5,484.0,2952.2
s__Bradyrhizobium_nanningense--RS_GCF_004114535.1,8,4,32,4,12.5,371.5,370.0,371.5
s__Bradyrhizobium_nitroreducens--RS_GCF_002776695.1,9,4,36,36,100.0,3066.5,953.0,3315.8
s__Bradyrhizobium_quebecense--RS_GCF_013373795.3,8,2,16,16,100.0,3444.5,36.0,3444.5
s__Bradyrhizobium_sp000296215--RS_GCF_000296215.2,10,4,40,40,100.0,2571.0,180.0,3129.3
s__Bradyrhizobium_sp000472925--RS_GCF_000472925.1,8,2,16,0,0.0,,,
s__Bradyrhizobium_sp000938255--RS_GCF_000938255.1,12,3,36,0,0.0,,,
s__Bradyrhizobium_sp001464035--GB_GCA_001464035.1,10,3,30,1,3.3,177.0,177.0,177.0
s__Bradyrhizobium_sp003020075--GB_GCA_016839165.1,10,2,20,10,50.0,2715.5,36.0,2393.2
s__Bradyrhizobium_sp005885285--GB_GCA_005885285.1,5,1,5,0,0.0,,,
s__Bradyrhizobium_sp005937885--RS_GCF_005937885.2,8,1,8,8,100.0,1041.5,590.0,1041.5
s__Bradyrhizobium_sp011602485--RS_GCF_011602485.1,9,4,36,36,100.0,3377.5,170.0,3193.9
s__Bradyrhizobium_sp013240495--RS_GCF_024585265.1,9,4,36,36,100.0,1723.5,167.0,2103.9
s__Bradyrhizobium_sp015291665--RS_GCF_015291665.1,8,2,16,16,100.0,2893.0,684.0,3235.8
s__Bradyrhizobium_sp018130065--RS_GCF_018130065.1,12,4,48,0,0.0,,,
s__Bradyrhizobium_sp018130145--RS_GCF_018130145.1,9,3,27,0,0.0,,,
s__Bradyrhizobium_sp018736105--RS_GCF_018736105.1,8,3,24,24,100.0,943.5,540.0,1130.3
s__Bradyrhizobium_sp021779635--GB_GCA_021779635.1,6,1,6,0,0.0,,,
s__Bradyrhizobium_sp022012435--RS_GCF_022012435.1,8,2,16,0,0.0,,,
s__Bradyrhizobium_sp024199795--RS_GCF_024199795.1,9,3,27,27,100.0,5890.0,2289.0,5872.7
s__Bradyrhizobium_sp024199945--RS_GCF_024199945.1,9,4,36,36,100.0,2922.5,430.0,3596.4
s__Bradyrhizobium_symbiodeficiens--RS_GCF_002266465.2,10,4,40,40,100.0,2218.0,158.0,2430.2
s__Bradyrhizobium_valentinum--RS_GCF_001440405.1,9,4,36,0,0.0,,,
s__Brenneria_goodwinii--RS_GCF_002291445.1,14,2,28,28,100.0,1280.0,74.0,1431.1
s__Brevefilum_sp016841525--GB_GCA_016841525.1,3,1,3,0,0.0,,,
s__Brevibacillus_brevis--RS_GCF_900637055.1,6,3,18,18,100.0,1474.5,122.0,1958.6
s__Brevibacillus_brevis_C--RS_GCF_001039275.2,6,3,18,18,100.0,1385.5,133.0,1893.3
s__Brevibacillus_brevis_D--RS_GCF_000010165.1,6,3,18,18,100.0,1387.5,121.0,1926.1
s__Brevibacillus_composti--RS_GCF_016406105.1,3,3,9,9,100.0,450.0,82.0,1020.7
s__Brevibacillus_formosus--RS_GCF_003013405.1,6,3,18,0,0.0,,,
s__Brevibacillus_porteri--RS_GCF_003013475.1,6,3,18,0,0.0,,,
s__Brevibacillus_reuszeri--RS_GCF_001187725.1,9,4,36,6,16.7,112.5,110.0,141.8
s__Brevibacillus_sp000282075--RS_GCF_013284245.2,7,3,21,21,100.0,1408.0,123.0,2134.1
s__Brevibacillus_sp013284355--RS_GCF_022026395.1,6,3,18,18,100.0,1391.5,117.0,1815.1
s__Brevibacterium_oceani--RS_GCF_013623835.1,5,3,15,4,26.7,304.5,303.0,304.5
s__Brevibacterium_sediminis--RS_GCF_013623905.1,5,2,10,0,0.0,,,
s__Brevilactibacter_sp014164685--RS_GCF_017569205.1,4,3,12,12,100.0,1774.5,177.0,1394.5
s__Brevirhabdus_pacifica--RS_GCF_002797755.1,3,2,6,3,50.0,523.0,522.0,523.0
s__Brevundimonas_naejangsanensis--RS_GCF_000421705.1,5,3,15,3,20.0,268.0,267.0,268.0
s__Brevundimonas_nasdae--RS_GCF_016654005.1,5,1,5,2,40.0,92.0,91.0,92.0
s__Brevundimonas_sp005484585--RS_GCF_005484585.1,6,1,6,6,100.0,631.5,454.0,631.2
s__Brumimicrobium_sp023957385--GB_GCA_023957385.1,3,2,6,0,0.0,,,
s__Bullifex_sp944393005--GB_GCA_944393005.1,5,3,15,1,6.7,266.0,266.0,266.0
s__Burkholderia_cepacia_C--RS_GCF_001039005.1,7,3,21,0,0.0,,,
s__Burkholderia_diffusa--RS_GCF_902499115.1,6,3,18,0,0.0,,,
s__Burkholderia_diffusa_B--RS_GCF_001718315.1,4,3,12,8,66.7,615.5,449.0,615.5
s__Burkholderia_lata_B--RS_GCF_902499335.1,7,3,21,0,0.0,,,
s__Burkholderia_mesacidophila--RS_GCF_002097715.1,6,3,18,10,55.6,809.5,509.0,762.1
s__Burkholderia_paludis--RS_GCF_000732615.1,6,3,18,0,0.0,,,
s__Burkholderia_pseudomultivorans--RS_GCF_902499075.1,4,3,12,0,0.0,,,
s__Burkholderia_pyrrocinia--RS_GCF_001028665.1,7,3,21,10,47.6,491.5,481.0,623.5
s__Burkholderia_savannae--RS_GCF_001524625.2,8,3,24,14,58.3,1106.5,97.0,971.1
s__Burkholderia_sp000949135--RS_GCF_000949135.2,4,3,12,0,0.0,,,
s__Burkholderia_sp001522585--RS_GCF_001522585.2,4,3,12,8,66.7,635.0,435.0,635.0
s__Burkholderia_sp002223185--RS_GCF_016899425.1,4,3,12,8,66.7,625.0,478.0,625.0
s__Burkholderia_sp003853415--RS_GCF_003853415.1,6,4,24,0,0.0,,,
s__Burkholderia_sp003853645--RS_GCF_003853645.1,6,4,24,0,0.0,,,
s__Burkholderia_stagnalis--RS_GCF_902830275.1,4,3,12,0,0.0,,,
s__Burkholderia_territorii--RS_GCF_902833055.1,4,3,12,4,33.3,399.5,398.0,399.5
s__Burkholderia_thailandensis--RS_GCF_000012365.1,6,3,18,12,66.7,1202.0,47.0,1300.0
s__Burkholderia_ubonensis--RS_GCF_902833085.1,6,2,12,0,0.0,,,
s__Burkholderia_ubonensis_B--RS_GCF_001718695.1,4,3,12,8,66.7,588.5,414.0,588.5
s__C00003106_sp001751015--GB_GCA_001751015.1,3,1,3,0,0.0,,,
s__C254_sp002797315--RS_GCF_002797315.1,12,2,24,18,75.0,450.0,32.0,452.2
s__CADEDH01_sp024227975--GB_GCA_024227975.1,5,2,10,0,0.0,,,
s__CADEDU01_sp902826155--GB_GCA_902826155.1,14,5,70,0,0.0,,,
s__CADEEL01_sp902826335--GB_GCA_902826335.1,2,1,2,0,0.0,,,
s__CADEFT01_sp019187195--GB_GCA_019187195.1,1,1,1,0,0.0,,,
s__CADEGR01_sp902826935--GB_GCA_902826935.1,4,5,20,0,0.0,,,
s__CAIKUF01_sp023954175--GB_GCA_023954175.1,4,5,20,0,0.0,,,
s__CAISIP01_sp024236015--GB_GCA_024236015.1,5,2,10,0,0.0,,,
s__CAIVDV01_sp021804965--GB_GCA_021804965.1,2,2,4,0,0.0,,,
s__CAIYYX01_sp021811225--GB_GCA_021811225.1,4,3,12,0,0.0,,,
s__CAJBEZ01_sp023474025--GB_GCA_023474025.1,6,2,12,0,0.0,,,
s__CAJCJG01_sp021808185--GB_GCA_021808185.1,3,1,3,0,0.0,,,
s__CALVJY01_sp944332455--GB_GCA_944332455.1,2,2,4,0,0.0,,,
s__CALXOJ01_sp944390005--GB_GCA_944390005.1,1,3,3,0,0.0,,,
s__CF-105_sp005881155--GB_GCA_005881155.1,4,1,4,0,0.0,,,
s__CF-113_sp005881995--GB_GCA_005881995.1,2,2,4,0,0.0,,,
s__CF-118_sp005879985--GB_GCA_005879985.1,4,2,8,0,0.0,,,
s__CF-13_sp005880605--GB_GCA_005880605.1,1,1,1,0,0.0,,,
s__CF-13_sp005881715--GB_GCA_005881715.1,3,2,6,0,0.0,,,
s__CF-162_sp022561635--GB_GCA_022561635.1,3,1,3,0,0.0,,,
s__CF-163_sp005882715--GB_GCA_005882715.1,4,2,8,0,0.0,,,
s__CF-163_sp005882985--GB_GCA_005882985.1,3,2,6,0,0.0,,,
s__CF-39_sp005882255--GB_GCA_005882255.1,1,1,1,0,0.0,,,
s__CF-39_sp005887995--GB_GCA_005887995.1,2,2,4,0,0.0,,,
s__CF-39_sp005889405--GB_GCA_005889405.1,2,2,4,0,0.0,,,
s__CF-54_sp005881025--GB_GCA_005881025.1,4,1,4,0,0.0,,,
s__CF-96_sp005889515--GB_GCA_005889515.1,1,1,1,0,0.0,,,
s__CR02bin9_sp004356555--GB_GCA_004356555.1,4,2,8,0,0.0,,,
s__CSBR16-104_sp007116245--GB_GCA_007116245.1,2,2,4,0,0.0,,,
s__CSK15Z-1_sp024519155--RS_GCF_024519155.1,8,1,8,3,37.5,385.0,384.0,385.0
s__CSSed10-48_sp007130445--GB_GCA_007130445.1,3,1,3,0,0.0,,,
s__CSSed10-48_sp007130855--GB_GCA_007130855.1,5,1,5,0,0.0,,,
s__CSSed11-175R1_sp003563915--GB_GCA_003563915.1,5,1,5,0,0.0,,,
s__CSSed11-175R1_sp007120565--GB_GCA_007120565.1,3,3,9,0,0.0,,,
s__CSSed11-175R1_sp007136095--GB_GCA_007136095.1,2,2,4,0,0.0,,,
s__Caballeronia_arationis--RS_GCF_001544975.2,13,6,78,0,0.0,,,
s__Caballeronia_crenata--GB_GCA_001190015.1,4,1,4,0,0.0,,,
s__Caballeronia_grimmiae--RS_GCF_000698555.1,4,4,16,0,0.0,,,
s__Caballeronia_sp011493005--RS_GCF_011493005.1,11,2,22,2,9.1,491.5,381.0,491.5
s__Caccousia_sp930987725--GB_GCA_930987725.1,2,1,2,2,100.0,65.5,65.0,65.5
s__Caldibacillus_debilis--RS_GCF_000383875.1,7,2,14,0,0.0,,,
s__Caldicellulosiruptor_saccharolyticus--RS_GCF_000016545.1,6,1,6,6,100.0,1652.0,1438.0,1903.0
s__Caldicoprobacter_oshimai--GB_GCA_000526435.1,3,1,3,3,100.0,115.0,114.0,115.0
s__Caldilinea_sp020634815--GB_GCA_020634815.1,5,6,30,0,0.0,,,
s__Caldipriscus_sp000980735--GB_GCA_000980735.1,2,2,4,0,0.0,,,
s__Calidithermus_chliarophilus--RS_GCF_000430045.1,7,4,28,0,0.0,,,
s__Capillimicrobium_sp024710825--GB_GCA_024710825.1,2,2,4,0,0.0,,,
s__Caproicibacter_sp002316805--GB_GCA_002316805.1,3,1,3,0,0.0,,,
s__Caproicibacter_sp002407675--GB_GCA_002407675.1,2,1,2,0,0.0,,,
s__Caproicibacter_sp002409585--GB_GCA_002409585.1,4,1,4,0,0.0,,,
s__Caproicibacter_sp002409675--GB_GCA_002409675.1,3,1,3,0,0.0,,,
s__Caproicibacter_sp002411365--GB_GCA_002411365.1,3,1,3,0,0.0,,,
s__Caproicibacterium_lactatifermentans--RS_GCF_013315815.1,3,2,6,6,100.0,518.5,369.0,518.5
s__Caproicibacterium_sp002399445--GB_GCA_002399445.1,3,1,3,0,0.0,,,
s__Caproicibacterium_sp944385055--GB_GCA_944385055.1,1,1,1,0,0.0,,,
s__Caproiciproducens_sp002407645--GB_GCA_002407645.1,1,1,1,0,0.0,,,
s__Carbonactinospora_thermoautotrophica--RS_GCF_001543895.1,7,4,28,7,25.0,10.0,7.0,191.7
s__Casp-Chloro-G4_sp022572805--GB_GCA_022572805.1,3,1,3,0,0.0,,,
s__Catellatospora_citrea--GB_GCA_003610235.1,9,7,63,63,100.0,1931.0,210.0,2334.3
s__Catellatospora_methionotrophica--RS_GCF_011297335.1,4,3,12,0,0.0,,,
s__Catenulispora_pinisilvae--RS_GCF_015356865.1,7,2,14,0,0.0,,,
s__Catenulispora_pinistramenti--RS_GCF_018274385.1,6,2,12,0,0.0,,,
s__Caulobacter_flavus--RS_GCF_003722335.1,7,2,14,14,100.0,1545.5,151.0,1637.1
